player_id,player_display_name,position,week,season_type,team,opponent_team,receptions,targets,receiving_yards,receiving_tds,receiving_air_yards,receiving_yards_after_catch
00-0040075,LaJohntay Wester,WR,10,REG,BAL,MIN,0,0,0,0,0,0
00-0040124,Tetairoa McMillan,WR,10,REG,CAR,NO,5,8,60,0,89,12
00-0040126,Colston Loveland,TE,10,REG,CHI,NYG,4,4,55,0,42,13
00-0040128,Tyler Warren,TE,10,REG,IND,ATL,8,10,99,0,49,67
00-0040129,Emeka Egbuka,WR,10,REG,TB,NE,6,13,115,1,144,41
00-0040130,Jayden Higgins,WR,10,REG,HOU,JAX,5,7,42,1,91,6
00-0040131,Kyle Williams,WR,10,REG,NE,TB,1,2,72,1,57,59
00-0040134,Pat Bryant,WR,10,REG,DEN,LV,1,2,43,0,22,24
00-0040138,Jaylin Noel,WR,10,REG,HOU,JAX,4,4,35,0,30,5
00-0040164,Jaylin Lane,WR,10,REG,WAS,DET,1,1,41,0,40,1
00-0040187,Mitchell Evans,TE,10,REG,CAR,NO,0,1,0,0,11,0
00-0040189,Oronde Gadsden II,TE,10,REG,LAC,PIT,3,6,13,0,34,6
00-0040194,Jackson Hawes,TE,10,REG,BUF,MIA,1,2,26,1,48,5
00-0040237,Tez Johnson,WR,10,REG,TB,NE,4,5,42,2,49,6
00-0040241,Dominic Lovett,WR,10,REG,DET,WAS,0,0,0,0,0,0
00-0040259,Gage Larvadain,WR,10,REG,CLE,NYJ,0,0,0,0,0,0
00-0040506,Myles Price,WR,10,REG,MIN,BAL,0,0,0,0,0,0
00-0040509,Ben Yurosek,TE,10,REG,MIN,BAL,0,0,0,0,0,0
00-0040534,Ke'Shawn Williams,WR,10,REG,PIT,LAC,0,0,0,0,0,0
00-0040563,Efton Chism III,WR,10,REG,NE,TB,0,0,0,0,0,0
00-0040581,Dont'e Thornton Jr.,WR,10,REG,LV,DEN,1,2,4,0,-7,0
00-0040582,Arian Smith,WR,10,REG,NYJ,CLE,0,0,0,0,0,0
00-0040590,Konata Mumpfield,WR,10,REG,LA,SF,0,2,0,0,21,0
00-0040663,Harold Fannin Jr.,TE,10,REG,CLE,NYJ,4,7,44,0,45,10
00-0040669,Isaac TeSlaa,WR,10,REG,DET,WAS,1,1,11,0,11,0
00-0040727,Tre Harris,WR,10,REG,LAC,PIT,2,2,4,0,-6,10
00-0040729,Jack Bech,WR,10,REG,LV,DEN,0,1,0,0,4,0
00-0040735,Luther Burden III,WR,10,REG,CHI,NYG,3,3,51,0,34,17
00-0040736,Mason Taylor,TE,10,REG,NYJ,CLE,1,2,4,0,9,0
00-0040737,Terrance Ferguson,TE,10,REG,LA,SF,1,4,32,0,88,11
00-0040739,Elijah Arroyo,TE,10,REG,SEA,ARI,1,1,5,0,4,1
00-0030035,Adam Thielen,WR,11,REG,MIN,CHI,1,2,6,0,17,1
00-0030061,Zach Ertz,TE,11,REG,WAS,MIA,4,8,42,0,87,4
00-0030279,Keenan Allen,WR,11,REG,LAC,JAX,4,6,53,0,49,9
00-0030506,Travis Kelce,TE,11,REG,KC,DEN,9,13,91,1,61,65
00-0030564,DeAndre Hopkins,WR,11,REG,BAL,CLE,1,4,11,0,61,0
00-0031381,Davante Adams,WR,11,REG,LA,SEA,1,8,1,1,81,0
00-0031588,Stefon Diggs,WR,11,REG,NE,NYJ,9,11,105,0,105,31
00-0032211,Tyler Lockett,WR,11,REG,LV,DAL,3,3,33,0,23,10
00-0032385,Sterling Shepard,WR,11,REG,TB,BUF,4,5,54,0,52,4
00-0032398,Chris Moore,WR,11,REG,WAS,MIA,2,5,28,0,86,10
00-0032464,Kalif Raymond,WR,11,REG,DET,PHI,0,0,0,0,0,0
00-0032688,Robbie Chosen,WR,11,REG,WAS,MIA,0,1,0,0,10,0
00-0032775,Demarcus Robinson,WR,11,REG,SF,ARI,1,2,13,0,37,1
00-0033090,Hunter Henry,TE,11,REG,NE,NYJ,4,6,45,0,50,12
00-0033110,Tyler Higbee,TE,11,REG,LA,SEA,1,2,23,0,1,24
00-0033246,Johnny Mundt,TE,11,REG,JAX,LAC,2,3,25,0,2,18
00-0033282,Curtis Samuel,WR,11,REG,BUF,TB,2,3,19,0,61,2
00-0033288,George Kittle,TE,11,REG,SF,ARI,6,6,67,2,43,24
00-0033375,Tim Patrick,WR,11,REG,JAX,LAC,3,4,20,1,25,4
00-0033439,Pharaoh Brown,TE,11,REG,ARI,SF,0,0,0,0,0,0
00-0033555,Mack Hollins,WR,11,REG,NE,NYJ,4,5,64,0,98,14
00-0033572,Jamal Agnew,WR,11,REG,ATL,CAR,0,0,0,0,0,0
00-0033757,Robert Tonyan,TE,11,REG,KC,DEN,1,1,1,0,1,0
00-0033857,JuJu Smith-Schuster,WR,11,REG,KC,DEN,0,0,0,0,0,0
00-0033858,Jonnu Smith,TE,11,REG,PIT,CIN,0,2,0,0,21,0
00-0033881,Evan Engram,TE,11,REG,DEN,KC,4,5,33,0,2,36
00-0033885,David Njoku,TE,11,REG,CLE,BAL,1,2,7,0,8,3
00-0033908,Cooper Kupp,WR,11,REG,SEA,LA,3,7,23,0,81,6
00-0034348,Courtland Sutton,WR,11,REG,DEN,KC,4,8,59,0,65,8
00-0034351,Dallas Goedert,TE,11,REG,PHI,DET,2,5,24,0,41,15
00-0034365,Ian Thomas,TE,11,REG,LV,DAL,1,1,20,0,17,3
00-0034383,Dalton Schultz,TE,11,REG,HOU,TEN,6,9,51,0,60,20
00-0034613,Tanner Hudson,TE,11,REG,CIN,PIT,3,3,22,0,13,9
00-0034753,Mark Andrews,TE,11,REG,BAL,CLE,3,5,32,0,30,10
00-0034775,Christian Kirk,WR,11,REG,HOU,TEN,1,4,6,0,16,2
00-0034798,Durham Smythe,TE,11,REG,CHI,MIN,1,3,8,0,18,4
00-0034827,DJ Moore,WR,11,REG,CHI,MIN,1,3,18,0,72,1
00-0034837,Calvin Ridley,WR,11,REG,TEN,HOU,1,1,13,0,8,5
00-0034854,KhaDarel Hodge,WR,11,REG,ATL,CAR,0,1,0,0,19,0
00-0034960,Jakobi Meyers,WR,11,REG,JAX,LAC,5,6,64,0,68,22
00-0035140,Mecole Hardman,WR,11,REG,BUF,TB,0,1,0,0,46,0
00-0035229,T.J. Hockenson,TE,11,REG,MIN,CHI,3,6,39,0,44,30
00-0035249,Josh Oliver,TE,11,REG,MIN,CHI,1,1,-3,0,-3,0
00-0035359,David Sills,WR,11,REG,ATL,CAR,1,2,11,0,15,0
00-0035500,Greg Dortch,WR,11,REG,ARI,SF,6,6,66,1,25,41
00-0035640,DK Metcalf,WR,11,REG,PIT,CIN,5,8,49,0,88,25
00-0035644,Noah Fant,TE,11,REG,CIN,PIT,5,6,36,0,10,26
00-0035645,Gunner Olszewski,WR,11,REG,NYG,GB,0,0,0,0,0,0
00-0035662,Marquise Brown,WR,11,REG,KC,DEN,4,4,40,0,28,12
00-0035676,A.J. Brown,WR,11,REG,PHI,DET,7,11,49,0,122,8
00-0035689,Dawson Knox,TE,11,REG,BUF,TB,1,3,23,0,37,6
00-0035719,Deebo Samuel Sr.,WR,11,REG,WAS,MIA,7,8,74,1,25,54
00-0035876,Andre Baccellia,WR,11,REG,ARI,SF,1,1,5,0,5,0
00-0035891,Cody White,WR,11,REG,SEA,LA,0,0,0,0,0,0
00-0036165,Isaiah Hodgins,WR,11,REG,NYG,GB,5,6,57,0,59,8
00-0036176,Mason Kinsey,WR,11,REG,TEN,HOU,1,3,14,0,59,2
00-0036196,Gabe Davis,WR,11,REG,BUF,TB,3,4,40,0,30,12
00-0036244,Colby Parkinson,TE,11,REG,LA,SEA,2,2,14,1,-4,18
00-0036259,Jauan Jennings,WR,11,REG,SF,ARI,4,6,54,0,56,9
00-0036290,Cole Kmet,TE,11,REG,CHI,MIN,5,5,45,0,16,29
00-0036309,Darnell Mooney,WR,11,REG,ATL,CAR,3,7,34,0,107,-3
00-0036322,Justin Jefferson,WR,11,REG,MIN,CHI,5,9,61,0,82,29
00-0036331,Devin Duvernay,WR,11,REG,CHI,MIN,0,0,0,0,0,0
00-0036332,Josiah Deguara,TE,11,REG,ARI,SF,0,0,0,0,0,0
00-0036358,CeeDee Lamb,WR,11,REG,DAL,LV,5,7,66,1,54,12
00-0036407,Jerry Jeudy,WR,11,REG,CLE,BAL,3,7,21,0,47,10
00-0036410,Tee Higgins,WR,11,REG,CIN,PIT,3,8,63,1,117,10
00-0036415,Van Jefferson,WR,11,REG,TEN,HOU,3,7,22,1,63,3
00-0036422,Adam Trautman,TE,11,REG,DEN,KC,1,1,8,0,2,6
00-0036554,Nico Collins,WR,11,REG,HOU,TEN,9,10,92,1,104,9
00-0036590,Quintin Morris,TE,11,REG,JAX,LAC,1,3,11,0,23,0
00-0036613,Jaylen Waddle,WR,11,REG,MIA,WAS,3,7,52,0,96,20
00-0036626,Dyami Brown,WR,11,REG,JAX,LAC,0,1,0,0,45,0
00-0036630,Tylan Wallace,WR,11,REG,BAL,CLE,0,1,0,0,26,0
00-0036637,Noah Gray,TE,11,REG,KC,DEN,2,3,9,0,14,14
00-0036754,Brock Wright,TE,11,REG,DET,PHI,2,7,8,0,3,10
00-0036825,Feleipe Franks,TE,11,REG,ATL,CAR,0,0,0,0,0,0
00-0036841,Austin Trammell,WR,11,REG,JAX,LAC,1,1,13,0,13,0
00-0036862,Ben Skowronek,WR,11,REG,PIT,CIN,0,0,0,0,0,0
00-0036876,Kylen Granson,TE,11,REG,PHI,DET,1,2,4,0,34,1
00-0036887,Luke Farrell,TE,11,REG,SF,ARI,0,0,0,0,0,0
00-0036894,Pat Freiermuth,TE,11,REG,PIT,CIN,1,1,19,0,1,18
00-0036900,Ja'Marr Chase,WR,11,REG,CIN,PIT,3,10,30,0,116,17
00-0036912,DeVonta Smith,WR,11,REG,PHI,DET,1,5,8,0,88,1
00-0036963,Amon-Ra St. Brown,WR,11,REG,DET,PHI,2,12,42,0,147,17
00-0036970,Kyle Pitts,TE,11,REG,ATL,CAR,2,3,14,0,12,8
00-0036988,Josh Palmer,WR,11,REG,BUF,TB,2,5,17,0,46,5
00-0037005,Tommy Tremble,TE,11,REG,CAR,ATL,1,2,54,0,2,50
00-0037112,Jake Tonges,TE,11,REG,SF,ARI,0,0,0,0,0,0
00-0037238,Drake London,WR,11,REG,ATL,CAR,7,9,119,0,96,48
00-0037240,Jameson Williams,WR,11,REG,DET,PHI,4,7,88,1,75,37
00-0037247,George Pickens,WR,11,REG,DAL,LV,9,11,144,1,136,75
00-0037252,Greg Dulcich,TE,11,REG,MIA,WAS,2,4,18,0,25,8
00-0037261,Khalil Shakir,WR,11,REG,BUF,TB,1,3,-3,0,21,0
00-0037291,Jalen Nailor,WR,11,REG,MIN,CHI,1,1,16,0,15,1
00-0037304,Connor Heyward,TE,11,REG,PIT,CIN,0,0,0,0,0,0
00-0037306,John FitzPatrick,TE,11,REG,GB,NYG,1,1,5,0,2,3
00-0037545,Rashid Shaheed,WR,11,REG,SEA,LA,2,5,27,0,63,1
00-0037614,John Metchie III,WR,11,REG,NYJ,NE,3,3,45,1,32,13
00-0037666,Jalen Tolbert,WR,11,REG,DAL,LV,0,1,0,0,19,0
00-0037741,Jahan Dotson,WR,11,REG,PHI,DET,2,2,43,0,38,5
00-0037744,Trey McBride,TE,11,REG,ARI,SF,10,11,115,1,70,46
00-0037801,KaVontae Turpin,WR,11,REG,DAL,LV,1,2,0,0,4,3
00-0037805,Jeremy Ruckert,TE,11,REG,NYJ,NE,4,5,23,0,18,10
00-0037809,Chig Okonkwo,TE,11,REG,TEN,HOU,3,3,56,0,55,1
00-0037816,Romeo Doubs,WR,11,REG,GB,NYG,4,8,53,0,91,18
00-0037837,Calvin Austin III,WR,11,REG,PIT,CIN,1,1,5,0,4,1
00-0037838,Isaiah Likely,TE,11,REG,BAL,CLE,2,3,15,0,20,8
00-0038041,Jake Ferguson,TE,11,REG,DAL,LV,4,5,16,1,-8,16
00-0038046,Charlie Kolar,TE,11,REG,BAL,CLE,0,1,0,0,2,0
00-0038090,Skyy Moore,WR,11,REG,SF,ARI,0,0,0,0,0,0
00-0038104,Tyquan Thornton,WR,11,REG,KC,DEN,1,2,61,0,86,16
00-0038115,Daniel Bellinger,TE,11,REG,NYG,GB,0,1,0,0,3,0
00-0038117,Wan'Dale Robinson,WR,11,REG,NYG,GB,4,9,36,0,71,3
00-0038124,Christian Watson,WR,11,REG,GB,NYG,4,5,46,2,74,2
00-0038129,Cade Otton,TE,11,REG,TB,BUF,2,5,28,0,35,8
00-0038359,Xavier Smith,WR,11,REG,LA,SEA,1,2,8,0,13,0
00-0038393,Dontayvion Wicks,WR,11,REG,GB,NYG,1,2,9,0,10,3
00-0038496,Xavier Gipson,WR,11,REG,PHI,DET,0,0,0,0,0,0
00-0038519,Nikko Remigio,WR,11,REG,KC,DEN,0,0,0,0,0,0
00-0038543,Jaxon Smith-Njigba,WR,11,REG,SEA,LA,9,12,105,0,117,29
00-0038544,Quentin Johnston,WR,11,REG,LAC,JAX,0,3,0,0,40,0
00-0038558,Darnell Washington,TE,11,REG,PIT,CIN,4,5,67,0,14,58
00-0038559,Michael Wilson,WR,11,REG,ARI,SF,15,18,185,0,240,33
00-0038563,Tre Tucker,WR,11,REG,LV,DAL,4,8,47,1,69,25
00-0038564,Cameron Latu,TE,11,REG,PHI,DET,0,0,0,0,0,0
00-0038573,Derius Davis,WR,11,REG,LAC,JAX,0,1,0,0,31,0
00-0038576,Charlie Jones,WR,11,REG,CIN,PIT,0,0,0,0,0,0
00-0038589,Josh Whyle,TE,11,REG,GB,NYG,1,1,2,1,2,0
00-0038606,Parker Washington,WR,11,REG,JAX,LAC,2,2,20,0,19,1
00-0038618,Xavier Hutchinson,WR,11,REG,HOU,TEN,3,5,42,0,62,12
00-0038619,Andrei Iosivas,WR,11,REG,CIN,PIT,3,4,20,0,20,4
00-0038621,DeMario Douglas,WR,11,REG,NE,NYJ,3,3,36,0,17,19
00-0038679,Tyrell Shavers,WR,11,REG,BUF,TB,4,5,90,1,86,17
00-0038720,Julian Hill,TE,11,REG,MIA,WAS,1,1,14,0,0,14
00-0038824,Ryan Miller,WR,11,REG,TB,BUF,0,0,0,0,0,0
00-0038840,Brycen Tremayne,WR,11,REG,CAR,ATL,2,2,17,0,14,3
00-0038938,Jalin Hyatt,WR,11,REG,NYG,GB,2,4,18,0,71,0
00-0038976,Marvin Mims Jr.,WR,11,REG,DEN,KC,0,0,0,0,0,0
00-0038979,Cedric Tillman,WR,11,REG,CLE,BAL,3,4,52,0,39,13
00-0038994,Jordan Addison,WR,11,REG,MIN,CHI,2,7,20,1,143,0
00-0039041,Elijah Higgins,TE,11,REG,ARI,SF,2,3,11,0,8,8
00-0039064,Zay Flowers,WR,11,REG,BAL,CLE,3,5,78,0,62,26
00-0039066,Michael Mayer,TE,11,REG,LV,DAL,3,4,13,0,17,14
00-0039067,Rashee Rice,WR,11,REG,KC,DEN,6,9,38,0,39,38
00-0039075,Puka Nacua,WR,11,REG,LA,SEA,7,8,75,0,59,24
00-0039144,Luke Musgrave,TE,11,REG,GB,NYG,1,2,-1,0,2,-2
00-0039305,Jack Westover,TE,11,REG,NE,NYJ,0,0,0,0,0,0
00-0039338,Brock Bowers,TE,11,REG,LV,DAL,7,12,72,0,118,13
00-0039342,Xavier Legette,WR,11,REG,CAR,ATL,4,8,83,1,102,24
00-0039356,Ja'Tavion Sanders,TE,11,REG,CAR,ATL,4,4,22,0,10,12
00-0039410,Ryan Flournoy,WR,11,REG,DAL,LV,1,1,2,1,2,0
00-0039451,Isaiah Williams,WR,11,REG,NYJ,NE,1,4,2,0,17,6
00-0039491,Jalen Coker,WR,11,REG,CAR,ATL,4,4,52,0,43,9
00-0039521,Xavier Weaver,WR,11,REG,ARI,SF,2,3,15,0,35,5
00-0039530,Brevyn Spann-Ford,TE,11,REG,DAL,LV,1,1,4,0,2,2
00-0039589,Kameron Johnson,WR,11,REG,TB,BUF,0,0,0,0,0,0
00-0039648,David Martin-Robinson,TE,11,REG,TEN,HOU,0,0,0,0,0,0
00-0039686,Colson Yankoff,TE,11,REG,WAS,MIA,1,1,4,0,1,3
00-0039739,Roman Wilson,WR,11,REG,PIT,CIN,1,2,17,0,20,2
00-0039751,Jordan Whittington,WR,11,REG,LA,SEA,1,1,9,0,3,6
00-0039793,AJ Barner,TE,11,REG,SEA,LA,10,11,70,0,30,36
00-0039847,Theo Johnson,TE,11,REG,NYG,GB,3,4,36,0,34,5
00-0039868,Troy Franklin,WR,11,REG,DEN,KC,4,8,84,0,193,23
00-0039880,Malik Washington,WR,11,REG,MIA,WAS,3,3,42,0,15,27
00-0039890,Adonai Mitchell,WR,11,REG,NYJ,NE,1,6,10,0,104,1
00-0039894,Xavier Worthy,WR,11,REG,KC,DEN,3,5,25,0,68,16
00-0039915,Ladd McConkey,WR,11,REG,LAC,JAX,3,4,13,0,28,14
00-0039916,Ricky Pearsall,WR,11,REG,SF,ARI,1,2,0,0,19,0
00-0039919,Rome Odunze,WR,11,REG,CHI,MIN,2,6,41,0,144,12
00-0039920,Malachi Corley,WR,11,REG,CLE,BAL,2,2,9,0,-4,13
00-0040009,Savion Williams,WR,11,REG,GB,NYG,1,1,33,0,33,0
00-0040024,Darius Cooper,WR,11,REG,PHI,DET,0,0,0,0,0,0
00-0040058,Nick Kallerup,TE,11,REG,SEA,LA,0,0,0,0,0,0
00-0040075,LaJohntay Wester,WR,11,REG,BAL,CLE,0,0,0,0,0,0
00-0040124,Tetairoa McMillan,WR,11,REG,CAR,ATL,8,12,130,2,118,51
00-0040126,Colston Loveland,TE,11,REG,CHI,MIN,3,4,40,0,28,27
00-0040129,Emeka Egbuka,WR,11,REG,TB,BUF,5,9,40,0,42,24
00-0040130,Jayden Higgins,WR,11,REG,HOU,TEN,4,7,55,0,106,6
00-0040131,Kyle Williams,WR,11,REG,NE,NYJ,0,3,0,0,108,0
00-0040134,Pat Bryant,WR,11,REG,DEN,KC,5,6,82,0,57,32
00-0040138,Jaylin Noel,WR,11,REG,HOU,TEN,1,1,12,0,-4,16
00-0040154,Tai Felton,WR,11,REG,MIN,CHI,0,0,0,0,0,0
00-0040164,Jaylin Lane,WR,11,REG,WAS,MIA,1,1,13,0,12,1
00-0040170,Elic Ayomanor,WR,11,REG,TEN,HOU,2,6,11,0,75,8
00-0040187,Mitchell Evans,TE,11,REG,CAR,ATL,2,2,28,0,19,9
00-0040189,Oronde Gadsden II,TE,11,REG,LAC,JAX,2,5,41,0,60,10
00-0040237,Tez Johnson,WR,11,REG,TB,BUF,1,3,6,0,63,0
00-0040259,Gage Larvadain,WR,11,REG,CLE,BAL,0,1,0,0,25,0
00-0040317,Jacoby Jones,WR,11,REG,WAS,MIA,1,1,25,0,3,22
00-0040363,Keleki Latu,TE,11,REG,BUF,TB,1,1,4,0,4,0
00-0040431,Dalen Cambre,WR,11,REG,NYG,GB,0,0,0,0,0,0
00-0040488,Carter Runyon,TE,11,REG,LV,DAL,0,0,0,0,0,0
00-0040506,Myles Price,WR,11,REG,MIN,CHI,0,0,0,0,0,0
00-0040534,Ke'Shawn Williams,WR,11,REG,PIT,CIN,0,0,0,0,0,0
00-0040563,Efton Chism III,WR,11,REG,NE,NYJ,0,0,0,0,0,0
00-0040584,Gunnar Helm,TE,11,REG,TEN,HOU,4,5,29,0,15,10
00-0040663,Harold Fannin Jr.,TE,11,REG,CLE,BAL,2,5,26,0,37,5
00-0040667,Matthew Golden,WR,11,REG,GB,NYG,1,3,24,0,64,0
00-0040669,Isaac TeSlaa,WR,11,REG,DET,PHI,0,1,0,0,14,0
00-0040705,Chimere Dike,WR,11,REG,TEN,HOU,2,3,14,0,10,8
00-0040727,Tre Harris,WR,11,REG,LAC,JAX,1,1,12,0,-3,15
00-0040729,Jack Bech,WR,11,REG,LV,DAL,1,1,19,0,2,17
00-0040735,Luther Burden III,WR,11,REG,CHI,MIN,3,5,27,0,37,17
00-0040736,Mason Taylor,TE,11,REG,NYJ,NE,4,4,30,0,25,5
00-0040739,Elijah Arroyo,TE,11,REG,SEA,LA,0,2,0,0,23,0
00-0040782,Isaiah Bond,WR,11,REG,CLE,BAL,0,1,0,0,25,0
00-0030035,Adam Thielen,WR,12,REG,MIN,GB,0,1,0,0,3,0
00-0030506,Travis Kelce,TE,12,REG,KC,IND,4,6,43,0,76,15
00-0030564,DeAndre Hopkins,WR,12,REG,BAL,NYJ,2,3,13,0,30,0
00-0031381,Davante Adams,WR,12,REG,LA,TB,5,8,62,2,95,5
00-0031588,Stefon Diggs,WR,12,REG,NE,CIN,2,3,20,0,28,0
00-0032211,Tyler Lockett,WR,12,REG,LV,CLE,4,5,62,0,71,12
00-0032385,Sterling Shepard,WR,12,REG,TB,LA,3,5,12,0,20,16
00-0032392,Austin Hooper,TE,12,REG,NE,CIN,3,4,39,0,39,3
00-0032464,Kalif Raymond,WR,12,REG,DET,NYG,2,2,37,0,25,12
00-0032775,Demarcus Robinson,WR,12,REG,SF,CAR,1,1,8,0,8,0
00-0032951,Laquon Treadwell,WR,12,REG,IND,KC,0,0,0,0,0,0
00-0033090,Hunter Henry,TE,12,REG,NE,CIN,7,10,115,1,77,61
00-0033217,Mo Alie-Cox,TE,12,REG,IND,KC,1,1,9,0,5,4
00-0033246,Johnny Mundt,TE,12,REG,JAX,ARI,1,2,12,0,10,8
00-0033288,George Kittle,TE,12,REG,SF,CAR,6,10,78,0,67,46
00-0033357,Taysom Hill,TE,12,REG,NO,ATL,0,0,0,0,0,0
00-0033375,Tim Patrick,WR,12,REG,JAX,ARI,0,4,0,0,67,0
00-0033439,Pharaoh Brown,TE,12,REG,ARI,JAX,0,0,0,0,0,0
00-0033555,Mack Hollins,WR,12,REG,NE,CIN,2,6,30,0,74,5
00-0033572,Jamal Agnew,WR,12,REG,ATL,NO,0,0,0,0,0,0
00-0033857,JuJu Smith-Schuster,WR,12,REG,KC,IND,1,2,8,0,21,4
00-0033858,Jonnu Smith,TE,12,REG,PIT,CHI,3,3,21,0,6,15
00-0033908,Cooper Kupp,WR,12,REG,SEA,TEN,2,4,24,0,40,6
00-0033921,Chris Godwin Jr.,WR,12,REG,TB,LA,2,4,9,0,41,0
00-0034073,Ross Dwelley,TE,12,REG,DET,NYG,0,0,0,0,0,0
00-0034351,Dallas Goedert,TE,12,REG,PHI,DAL,2,2,20,0,11,9
00-0034365,Ian Thomas,TE,12,REG,LV,CLE,4,4,36,0,10,26
00-0034383,Dalton Schultz,TE,12,REG,HOU,BUF,1,4,8,0,59,3
00-0034521,Allen Lazard,WR,12,REG,NYJ,BAL,1,3,9,0,21,6
00-0034613,Tanner Hudson,TE,12,REG,CIN,NE,1,1,9,0,5,4
00-0034753,Mark Andrews,TE,12,REG,BAL,NYJ,1,3,9,0,23,2
00-0034775,Christian Kirk,WR,12,REG,HOU,BUF,5,6,54,1,17,42
00-0034798,Durham Smythe,TE,12,REG,CHI,PIT,1,1,4,0,4,0
00-0034827,DJ Moore,WR,12,REG,CHI,PIT,5,7,64,2,73,12
00-0034829,Mike Gesicki,TE,12,REG,CIN,NE,4,6,35,0,62,6
00-0034860,Dante Pettis,WR,12,REG,NO,ATL,1,1,14,0,14,0
00-0034960,Jakobi Meyers,WR,12,REG,JAX,ARI,4,6,50,1,54,11
00-0034981,Foster Moreau,TE,12,REG,NO,ATL,0,1,0,0,-1,0
00-0035021,Ashton Dulin,WR,12,REG,IND,KC,1,1,48,0,6,42
00-0035208,Olamide Zaccheaus,WR,12,REG,CHI,PIT,1,1,6,0,6,0
00-0035229,T.J. Hockenson,TE,12,REG,MIN,GB,4,4,19,0,16,3
00-0035249,Josh Oliver,TE,12,REG,MIN,GB,1,1,4,0,2,2
00-0035359,David Sills,WR,12,REG,ATL,NO,2,3,16,1,21,0
00-0035500,Greg Dortch,WR,12,REG,ARI,JAX,6,9,53,1,49,52
00-0035535,Darius Slayton,WR,12,REG,NYG,DET,1,2,23,0,34,14
00-0035602,Alex Bachman,WR,12,REG,LV,CLE,0,0,0,0,0,0
00-0035631,Drew Sample,TE,12,REG,CIN,NE,1,1,0,0,-2,2
00-0035640,DK Metcalf,WR,12,REG,PIT,CHI,5,8,22,0,49,12
00-0035644,Noah Fant,TE,12,REG,CIN,NE,1,1,9,0,1,8
00-0035645,Gunner Olszewski,WR,12,REG,NYG,DET,0,0,0,0,0,0
00-0035662,Marquise Brown,WR,12,REG,KC,IND,1,1,10,0,-2,12
00-0035676,A.J. Brown,WR,12,REG,PHI,DAL,8,10,110,1,90,38
00-0035689,Dawson Knox,TE,12,REG,BUF,HOU,3,4,17,0,17,13
00-0035891,Cody White,WR,12,REG,SEA,TEN,0,0,0,0,0,0
00-0036040,Juwan Johnson,TE,12,REG,NO,ATL,6,7,46,0,54,4
00-0036133,James Proche,WR,12,REG,TEN,SEA,3,3,42,0,40,2
00-0036165,Isaiah Hodgins,WR,12,REG,NYG,DET,2,6,42,1,75,1
00-0036176,Mason Kinsey,WR,12,REG,TEN,SEA,0,0,0,0,0,0
00-0036196,Gabe Davis,WR,12,REG,BUF,HOU,1,2,22,0,40,5
00-0036244,Colby Parkinson,TE,12,REG,LA,TB,4,4,41,1,6,35
00-0036252,Michael Pittman,WR,12,REG,IND,KC,5,8,27,1,37,10
00-0036259,Jauan Jennings,WR,12,REG,SF,CAR,5,7,41,1,65,13
00-0036290,Cole Kmet,TE,12,REG,CHI,PIT,1,1,3,0,2,1
00-0036309,Darnell Mooney,WR,12,REG,ATL,NO,3,3,74,1,69,5
00-0036322,Justin Jefferson,WR,12,REG,MIN,GB,4,6,48,0,58,9
00-0036331,Devin Duvernay,WR,12,REG,CHI,PIT,0,0,0,0,0,0
00-0036332,Josiah Deguara,TE,12,REG,ARI,JAX,1,1,6,0,5,1
00-0036358,CeeDee Lamb,WR,12,REG,DAL,PHI,4,11,75,0,160,9
00-0036407,Jerry Jeudy,WR,12,REG,CLE,LV,1,3,39,0,67,14
00-0036410,Tee Higgins,WR,12,REG,CIN,NE,5,6,31,0,27,8
00-0036415,Van Jefferson,WR,12,REG,TEN,SEA,1,1,11,0,5,6
00-0036429,Charlie Woerner,TE,12,REG,ATL,NO,3,3,24,0,3,21
00-0036554,Nico Collins,WR,12,REG,HOU,BUF,3,3,55,0,36,19
00-0036590,Quintin Morris,TE,12,REG,JAX,ARI,0,0,0,0,0,0
00-0036630,Tylan Wallace,WR,12,REG,BAL,NYJ,0,1,0,0,33,0
00-0036637,Noah Gray,TE,12,REG,KC,IND,3,4,25,0,36,9
00-0036741,Jack Stoll,TE,12,REG,NO,ATL,1,1,7,0,7,0
00-0036754,Brock Wright,TE,12,REG,DET,NYG,3,4,29,0,9,25
00-0036825,Feleipe Franks,TE,12,REG,ATL,NO,0,0,0,0,0,0
00-0036841,Austin Trammell,WR,12,REG,JAX,ARI,0,1,0,0,7,0
00-0036862,Ben Skowronek,WR,12,REG,PIT,CHI,1,1,21,0,18,3
00-0036887,Luke Farrell,TE,12,REG,SF,CAR,1,1,3,0,3,0
00-0036894,Pat Freiermuth,TE,12,REG,PIT,CHI,3,3,19,1,9,10
00-0036912,DeVonta Smith,WR,12,REG,PHI,DAL,6,11,89,0,169,18
00-0036963,Amon-Ra St. Brown,WR,12,REG,DET,NYG,9,13,149,1,155,53
00-0036970,Kyle Pitts,TE,12,REG,ATL,NO,2,5,25,0,60,6
00-0036980,Elijah Moore,WR,12,REG,BUF,HOU,1,3,-3,0,23,0
00-0036988,Josh Palmer,WR,12,REG,BUF,HOU,2,4,21,0,50,-1
00-0037031,Nikola Kalinic,TE,12,REG,CHI,PIT,0,0,0,0,0,0
00-0037086,Grant Calcaterra,TE,12,REG,PHI,DAL,1,1,8,0,4,4
00-0037239,Chris Olave,WR,12,REG,NO,ATL,9,13,70,0,151,29
