player_id,player_display_name,week,season_type,team,opponent_team,carries,rushing_yards,rushing_tds,receptions,targets,receiving_yards,receiving_tds,receiving_air_yards,receiving_yards_after_catch
00-0036924,Michael Carter,17,REG,ARI,CIN,7,29,0,2,4,14,0,10,9
00-0036973,Travis Etienne,17,REG,JAX,IND,17,76,0,2,3,16,0,-8,16
00-0036997,Javonte Williams,17,REG,DAL,WAS,13,54,1,0,2,0,0,1,0
00-0037085,Tyler Badie,17,REG,DEN,KC,0,0,0,0,0,0,0,0,0
00-0037197,Isiah Pacheco,17,REG,KC,DEN,9,32,0,0,0,0,0,0,0
00-0037228,Jaylen Warren,17,REG,PIT,CLE,12,64,0,0,0,0,0,0,0
00-0037248,James Cook,17,REG,BUF,PHI,20,74,0,1,4,3,0,34,1
00-0037256,Rachaad White,17,REG,TB,MIA,2,10,0,2,2,7,0,-9,16
00-0037263,Tyler Allgeier,17,REG,ATL,LA,10,23,0,0,0,0,0,0,0
00-0037276,Ty Chandler,17,REG,MIN,DET,7,24,0,0,0,0,0,0,0
00-0037557,Ronnie Rivers,17,REG,LA,ATL,1,5,0,0,0,0,0,0,0
00-0037563,Malik Davis,17,REG,DAL,WAS,20,103,0,0,2,0,0,5,0
00-0037594,Julius Chestnut,17,REG,TEN,NO,0,0,0,0,0,0,0,0,0
00-0037617,Hassan Haskins,17,REG,LAC,HOU,0,0,0,0,0,0,0,0,0
00-0037746,Brian Robinson,17,REG,SF,CHI,4,22,0,1,1,6,0,-6,12
00-0037840,Kyren Williams,17,REG,LA,ATL,13,92,0,3,3,38,0,9,29
00-0038040,Zamir White,17,REG,LV,NYG,1,2,0,0,0,0,0,0,0
00-0038120,Breece Hall,17,REG,NYJ,NE,14,111,1,2,3,18,0,-10,22
00-0038134,Kenneth Walker III,17,REG,SEA,CAR,15,51,0,2,2,6,0,-8,14
00-0038397,Evan Hull,17,REG,NO,TEN,2,3,0,0,0,0,0,0,0
00-0038440,Zavier Scott,17,REG,MIN,DET,0,0,0,0,0,0,0,0,0
00-0038454,Keaton Mitchell,17,REG,BAL,GB,9,31,0,2,2,7,0,-7,14
00-0038542,Bijan Robinson,17,REG,ATL,LA,22,195,1,5,8,34,1,12,42
00-0038555,Tank Bigsby,17,REG,PHI,BUF,2,7,0,1,1,2,0,-1,3
00-0038597,Chase Brown,17,REG,CIN,ARI,22,101,2,3,3,40,0,-6,46
00-0038685,Chris Brooks,17,REG,GB,BAL,0,0,0,1,2,11,0,-2,17
00-0038705,Emari Demercado,17,REG,ARI,CIN,5,11,0,2,3,9,0,6,4
00-0038738,Hunter Luepke,17,REG,DAL,WAS,7,30,0,1,1,14,0,6,8
00-0038794,Jaleel McLaughlin,17,REG,DEN,KC,7,40,0,0,0,0,0,0,0
00-0038797,Emanuel Wilson,17,REG,GB,BAL,3,16,0,1,1,8,0,3,5
00-0038951,Sean Tucker,17,REG,TB,MIA,2,8,0,0,1,0,0,4,0
00-0039032,Tyjae Spears,17,REG,TEN,NO,6,2,0,1,2,-1,0,-24,4
00-0039040,De'Von Achane,17,REG,MIA,TB,18,83,0,3,3,29,0,0,29
00-0039139,Jahmyr Gibbs,17,REG,DET,MIN,17,41,0,2,3,23,0,12,20
00-0039165,Zach Charbonnet,17,REG,SEA,CAR,18,110,2,2,2,12,0,3,9
00-0039361,Bucky Irving,17,REG,TB,MIA,9,19,0,5,6,14,0,-12,32
00-0039364,Sione Vaki,17,REG,DET,MIN,0,0,0,0,0,0,0,0,0
00-0039373,Audric Estimé,17,REG,NO,TEN,14,94,1,1,1,4,0,0,4
00-0039384,Tyrone Tracy Jr.,17,REG,NYG,LV,14,62,0,1,2,-5,0,15,0
00-0039405,Jawhar Jordan,17,REG,HOU,LAC,8,36,0,0,0,0,0,0,0
00-0039407,Dylan Laube,17,REG,LV,NYG,0,0,0,0,0,0,0,0,0
00-0039738,Blake Corum,17,REG,LA,ATL,6,18,0,0,0,0,0,0,0
00-0039746,Will Shipley,17,REG,PHI,BUF,2,2,0,0,0,0,0,0,0
00-0039796,Rasheen Ali,17,REG,BAL,GB,0,0,0,2,3,8,0,6,3
00-0039798,Isaiah Davis,17,REG,NYJ,NE,3,11,0,1,1,9,0,-5,14
00-0039874,Jaylen Wright,17,REG,MIA,TB,5,56,0,0,0,0,0,0,0
00-0039875,Ray Davis,17,REG,BUF,PHI,1,4,0,1,1,12,0,0,12
00-0040078,Brashard Smith,17,REG,KC,DEN,0,0,0,3,4,5,1,-16,11
00-0040122,Ashton Jeanty,17,REG,LV,NYG,16,60,0,2,2,13,0,9,4
00-0040162,Dylan Sampson,17,REG,CLE,PIT,11,27,0,3,3,0,0,-13,13
00-0040198,Ollie Gordon II,17,REG,MIA,TB,0,0,0,0,0,0,0,0,0
00-0040205,Kalel Mullings,17,REG,TEN,NO,1,4,0,0,0,0,0,0,0
00-0040208,Tahj Brooks,17,REG,CIN,ARI,3,10,0,1,1,9,0,-2,11
00-0040236,Kyle Monangai,17,REG,CHI,SF,8,38,0,3,4,9,0,-4,15
00-0040238,LeQuint Allen Jr.,17,REG,JAX,IND,1,3,0,0,0,0,0,0,0
00-0040242,Jacory Croskey-Merritt,17,REG,WAS,DAL,11,105,2,0,0,0,0,0,0
00-0040466,Raheim Sanders,17,REG,CLE,PIT,8,21,0,1,2,10,0,13,4
00-0040556,Corey Kiner,17,REG,ARI,CIN,1,2,0,0,0,0,0,0,0
00-0040583,Woody Marks,17,REG,HOU,LAC,19,71,0,1,2,4,0,17,5
00-0040644,Trevor Etienne,17,REG,CAR,SEA,0,0,0,0,0,0,0,0,0
00-0040666,Omarion Hampton,17,REG,LAC,HOU,14,29,1,8,8,31,0,-26,57
00-0040730,RJ Harvey,17,REG,DEN,KC,14,43,0,5,6,33,1,-2,35
00-0040734,TreVeyon Henderson,17,REG,NE,NYJ,19,82,0,0,0,0,0,0,0
00-0029892,Kyle Juszczyk,18,REG,SF,SEA,0,0,0,1,2,5,0,4,1
00-0032104,Ameer Abdullah,18,REG,IND,HOU,1,1,0,2,2,24,0,0,24
00-0032764,Derrick Henry,18,REG,BAL,PIT,20,126,0,0,1,0,0,-8,0
00-0032918,C.J. Ham,18,REG,MIN,GB,1,1,1,1,1,6,0,-2,8
00-0033280,Christian McCaffrey,18,REG,SF,SEA,8,23,0,6,7,34,0,22,15
00-0033376,Patrick Ricard,18,REG,BAL,PIT,0,0,0,1,1,8,0,6,2
00-0033526,Samaje Perine,18,REG,CIN,CLE,8,42,0,3,4,10,0,-1,8
00-0033854,Dare Ogunbowale,18,REG,HOU,IND,1,3,0,1,2,6,0,-2,3
00-0033923,Kareem Hunt,18,REG,KC,LV,5,14,0,3,4,21,0,-4,21
00-0033955,Jeremy McNichols,18,REG,WAS,PHI,1,3,0,1,1,8,0,6,2
00-0034367,Nyheim Hines,18,REG,NO,ATL,0,0,0,0,0,0,0,0,0
00-0034959,Andrew Beck,18,REG,NYJ,BUF,0,0,0,1,2,2,1,0,0
00-0035125,Alec Ingold,18,REG,MIA,NE,0,0,0,1,2,3,0,19,0
00-0035250,Devin Singletary,18,REG,NYG,DAL,9,26,1,0,0,0,0,0,0
00-0035261,Tony Pollard,18,REG,TEN,JAX,14,48,0,3,3,17,0,-10,27
00-0035291,Trayveon Williams,18,REG,CLE,CIN,1,7,0,1,2,13,0,-9,16
00-0035537,Ty Johnson,18,REG,BUF,NYJ,13,36,1,2,2,20,1,4,16
00-0035594,Travis Homer,18,REG,CHI,DET,0,0,0,0,0,0,0,0,0
00-0035628,D'Ernest Johnson,18,REG,NE,MIA,5,13,0,0,0,0,0,0,0
00-0035685,David Montgomery,18,REG,DET,CHI,8,42,0,1,1,13,0,2,11
00-0036139,Rico Dowdle,18,REG,CAR,TB,7,10,0,2,2,20,0,-15,35
00-0036187,Reggie Gilliam,18,REG,BUF,NYJ,2,4,0,1,1,22,0,21,1
00-0036223,Jonathan Taylor,18,REG,IND,HOU,14,26,0,2,2,13,0,1,12
00-0036265,AJ Dillon,18,REG,PHI,WAS,0,0,0,1,1,3,0,3,0
00-0036275,D'Andre Swift,18,REG,CHI,DET,10,40,0,1,2,8,0,12,1
00-0036414,Cam Akers,18,REG,SEA,SF,0,0,0,0,0,0,0,0,0
00-0036425,DeeJay Dallas,18,REG,JAX,TEN,0,0,0,0,0,0,0,0,0
00-0036555,Chuba Hubbard,18,REG,CAR,TB,5,10,0,2,2,7,0,2,5
00-0036727,Adam Prentice,18,REG,DEN,LAC,0,0,0,0,0,0,0,0,0
00-0036755,Jaret Patterson,18,REG,LAC,DEN,8,29,0,3,4,8,0,-1,8
00-0036842,Kene Nwangwu,18,REG,NYJ,BUF,7,18,0,0,1,0,0,-6,0
00-0036875,Rhamondre Stevenson,18,REG,NE,MIA,7,131,2,2,2,22,1,7,15
00-0036906,Khalil Herbert,18,REG,NYJ,BUF,12,42,0,1,2,4,0,-6,9
00-0036919,Kenneth Gainwell,18,REG,PIT,BAL,5,10,1,8,9,64,0,-2,68
00-0036924,Michael Carter,18,REG,ARI,LA,7,18,0,3,3,21,0,-6,27
00-0036973,Travis Etienne,18,REG,JAX,TEN,14,32,0,1,1,6,0,1,5
00-0037085,Tyler Badie,18,REG,DEN,LAC,2,-2,0,2,2,28,0,-13,41
00-0037120,Tyler Goodson,18,REG,IND,HOU,1,3,0,0,0,0,0,0,0
00-0037228,Jaylen Warren,18,REG,PIT,BAL,14,66,0,5,5,33,0,-23,56
00-0037248,James Cook,18,REG,BUF,NYJ,2,15,0,0,0,0,0,0,0
00-0037256,Rachaad White,18,REG,TB,CAR,7,23,0,2,2,18,0,-6,24
00-0037258,Dameon Pierce,18,REG,KC,LV,4,10,0,0,0,0,0,0,0
00-0037263,Tyler Allgeier,18,REG,ATL,NO,7,16,0,1,2,3,0,-1,7
00-0037276,Ty Chandler,18,REG,MIN,GB,10,23,0,3,4,11,0,-20,27
00-0037525,Jordan Mason,18,REG,MIN,GB,14,94,0,0,0,0,0,0,0
00-0037557,Ronnie Rivers,18,REG,LA,ARI,0,0,0,0,0,0,0,0,0
00-0037594,Julius Chestnut,18,REG,TEN,JAX,0,0,0,0,0,0,0,0,0
00-0037617,Hassan Haskins,18,REG,LAC,DEN,1,3,0,0,0,0,0,0,0
00-0037746,Brian Robinson,18,REG,SF,SEA,2,9,0,0,0,0,0,0,0
00-0037840,Kyren Williams,18,REG,LA,ARI,12,60,0,3,5,21,0,18,9
00-0038040,Zamir White,18,REG,LV,KC,1,5,0,1,1,5,0,-3,8
00-0038134,Kenneth Walker III,18,REG,SEA,SF,16,97,0,4,4,36,0,-14,50
00-0038397,Evan Hull,18,REG,NO,ATL,2,11,0,0,0,0,0,0,0
00-0038440,Zavier Scott,18,REG,MIN,GB,3,9,0,1,1,8,0,0,8
00-0038454,Keaton Mitchell,18,REG,BAL,PIT,2,2,0,0,0,0,0,0,0
00-0038542,Bijan Robinson,18,REG,ATL,NO,15,33,0,3,3,10,0,-17,27
00-0038555,Tank Bigsby,18,REG,PHI,WAS,16,75,1,1,1,31,0,1,30
00-0038597,Chase Brown,18,REG,CIN,CLE,13,72,0,4,6,18,1,-4,32
00-0038611,Chris Rodriguez Jr.,18,REG,WAS,PHI,16,65,1,1,1,18,0,1,17
00-0038685,Chris Brooks,18,REG,GB,MIN,13,61,0,0,0,0,0,0,0
00-0038705,Emari Demercado,18,REG,ARI,LA,2,29,0,1,1,28,0,19,9
00-0038738,Hunter Luepke,18,REG,DAL,NYG,2,12,0,1,1,4,0,-6,10
00-0038794,Jaleel McLaughlin,18,REG,DEN,LAC,6,41,0,1,2,17,0,-11,22
00-0038797,Emanuel Wilson,18,REG,GB,MIN,18,44,0,1,1,4,0,-6,10
00-0038951,Sean Tucker,18,REG,TB,CAR,4,-4,0,0,0,0,0,0,0
00-0039032,Tyjae Spears,18,REG,TEN,JAX,3,18,0,7,7,9,0,-36,45
00-0039139,Jahmyr Gibbs,18,REG,DET,CHI,19,80,0,3,5,33,1,1,24
00-0039165,Zach Charbonnet,18,REG,SEA,SF,17,74,1,3,4,23,0,7,27
00-0039361,Bucky Irving,18,REG,TB,CAR,26,85,0,1,2,13,0,3,14
00-0039364,Sione Vaki,18,REG,DET,CHI,0,0,0,0,0,0,0,0,0
00-0039373,Audric Estimé,18,REG,NO,ATL,21,63,0,5,5,43,0,9,34
00-0039384,Tyrone Tracy Jr.,18,REG,NYG,DAL,18,103,0,8,9,56,1,15,60
00-0039391,Kimani Vidal,18,REG,LAC,DEN,3,12,0,1,1,-2,0,-3,1
00-0039405,Jawhar Jordan,18,REG,HOU,IND,5,3,0,0,0,0,0,0,0
00-0039407,Dylan Laube,18,REG,LV,KC,0,0,0,0,0,0,0,0,0
00-0039603,British Brooks,18,REG,HOU,IND,13,63,0,0,0,0,0,0,0
00-0039738,Blake Corum,18,REG,LA,ARI,13,59,0,1,1,10,0,3,7
00-0039746,Will Shipley,18,REG,PHI,WAS,1,2,0,2,3,11,0,-6,21
00-0039796,Rasheen Ali,18,REG,BAL,PIT,1,0,0,0,0,0,0,0,0
00-0039874,Jaylen Wright,18,REG,MIA,NE,13,23,0,2,2,17,0,-8,25
00-0039875,Ray Davis,18,REG,BUF,NYJ,21,151,0,2,2,23,1,-6,29
00-0040021,Phil Mafah,18,REG,DAL,NYG,5,18,1,2,2,11,0,-11,22
00-0040078,Brashard Smith,18,REG,KC,LV,12,56,0,2,4,2,0,-17,13
00-0040122,Ashton Jeanty,18,REG,LV,KC,26,87,0,3,5,7,0,-15,20
00-0040162,Dylan Sampson,18,REG,CLE,CIN,10,32,0,2,3,12,0,-7,20
00-0040179,DJ Giddens,18,REG,IND,HOU,8,30,0,0,0,0,0,0,0
00-0040198,Ollie Gordon II,18,REG,MIA,NE,9,9,0,1,1,2,0,-9,11
00-0040236,Kyle Monangai,18,REG,CHI,DET,6,14,0,1,1,15,0,7,8
00-0040242,Jacory Croskey-Merritt,18,REG,WAS,PHI,13,29,0,0,0,0,0,0,0
00-0040466,Raheim Sanders,18,REG,CLE,CIN,5,26,0,1,1,7,0,-2,9
00-0040556,Corey Kiner,18,REG,ARI,LA,3,13,0,2,3,15,0,11,6
00-0040583,Woody Marks,18,REG,HOU,IND,10,48,0,2,3,0,0,9,3
00-0040586,Jaydon Blue,18,REG,DAL,NYG,16,64,1,0,0,0,0,0,0
00-0040644,Trevor Etienne,18,REG,CAR,TB,0,0,0,0,0,0,0,0,0
00-0040719,Bhayshul Tuten,18,REG,JAX,TEN,5,23,1,0,0,0,0,0,0
00-0040730,RJ Harvey,18,REG,DEN,LAC,15,28,0,1,4,5,0,-5,8
00-0040734,TreVeyon Henderson,18,REG,NE,MIA,13,53,2,0,0,0,0,0,0
00-0029892,Kyle Juszczyk,19,POST,SF,PHI,0,0,0,4,4,49,0,20,29
00-0033280,Christian McCaffrey,19,POST,SF,PHI,15,48,0,6,8,66,2,54,29
00-0034791,Nick Chubb,19,POST,HOU,PIT,10,48,0,0,0,0,0,0,0
00-0034844,Saquon Barkley,19,POST,PHI,SF,26,106,0,3,6,25,0,1,28
00-0035700,Josh Jacobs,19,POST,GB,CHI,19,55,0,1,3,3,0,12,8
00-0036139,Rico Dowdle,19,POST,CAR,LA,5,9,0,1,2,6,0,4,11
00-0036275,D'Andre Swift,19,POST,CHI,GB,13,54,1,2,2,38,0,4,34
00-0036555,Chuba Hubbard,19,POST,CAR,LA,13,46,2,2,4,13,0,-2,20
00-0036755,Jaret Patterson,19,POST,LAC,NE,0,0,0,0,0,0,0,0,0
00-0036875,Rhamondre Stevenson,19,POST,NE,LAC,10,53,0,3,4,75,0,2,75
00-0036919,Kenneth Gainwell,19,POST,PIT,HOU,6,20,0,4,6,26,0,7,24
00-0036973,Travis Etienne,19,POST,JAX,BUF,10,67,0,5,5,49,1,7,42
00-0037228,Jaylen Warren,19,POST,PIT,HOU,12,43,0,1,1,4,0,4,0
00-0037248,James Cook,19,POST,BUF,JAX,15,46,0,2,3,5,0,9,1
00-0037557,Ronnie Rivers,19,POST,LA,CAR,0,0,0,0,0,0,0,0,0
00-0037617,Hassan Haskins,19,POST,LAC,NE,0,0,0,0,0,0,0,0,0
00-0037746,Brian Robinson,19,POST,SF,PHI,0,0,0,0,0,0,0,0,0
00-0037840,Kyren Williams,19,POST,LA,CAR,13,57,0,2,2,18,1,8,10
00-0038555,Tank Bigsby,19,POST,PHI,SF,4,19,0,0,0,0,0,0,0
00-0038685,Chris Brooks,19,POST,GB,CHI,1,16,0,1,1,11,0,4,7
00-0038797,Emanuel Wilson,19,POST,GB,CHI,1,3,0,0,0,0,0,0,0
00-0039391,Kimani Vidal,19,POST,LAC,NE,11,31,0,2,3,20,0,29,17
00-0039471,Frank Gore Jr.,19,POST,BUF,JAX,0,0,0,1,1,6,0,3,3
00-0039603,British Brooks,19,POST,HOU,PIT,0,0,0,0,0,0,0,0,0
00-0039738,Blake Corum,19,POST,LA,CAR,11,45,0,2,2,13,0,5,8
00-0039746,Will Shipley,19,POST,PHI,SF,0,0,0,1,1,6,0,6,0
00-0039875,Ray Davis,19,POST,BUF,JAX,0,0,0,0,0,0,0,0,0
00-0040236,Kyle Monangai,19,POST,CHI,GB,8,27,0,1,3,22,0,11,19
00-0040238,LeQuint Allen Jr.,19,POST,JAX,BUF,1,3,0,1,1,9,0,-1,10
00-0040583,Woody Marks,19,POST,HOU,PIT,19,112,1,0,1,0,0,4,0
00-0040644,Trevor Etienne,19,POST,CAR,LA,1,4,0,0,0,0,0,0,0
00-0040666,Omarion Hampton,19,POST,LAC,NE,1,-1,0,0,0,0,0,0,0
00-0040692,Jarquez Hunter,19,POST,LA,CAR,0,0,0,0,0,0,0,0,0
00-0040719,Bhayshul Tuten,19,POST,JAX,BUF,4,51,0,0,0,0,0,0,0
00-0040734,TreVeyon Henderson,19,POST,NE,LAC,9,27,0,1,1,9,0,3,6
00-0029892,Kyle Juszczyk,20,POST,SF,SEA,1,-3,0,1,1,11,0,4,7
00-0033280,Christian McCaffrey,20,POST,SF,SEA,11,35,0,5,6,39,0,8,37
00-0034791,Nick Chubb,20,POST,HOU,NE,4,14,0,0,1,0,0,9,0
00-0035628,D'Ernest Johnson,20,POST,NE,HOU,0,0,0,0,0,0,0,0,0
00-0036275,D'Andre Swift,20,POST,CHI,LA,19,76,0,0,0,0,0,0,0
00-0036727,Adam Prentice,20,POST,DEN,BUF,0,0,0,0,1,0,0,1,0
00-0036875,Rhamondre Stevenson,20,POST,NE,HOU,16,70,0,4,4,11,0,-13,24
00-0037085,Tyler Badie,20,POST,DEN,BUF,0,0,0,1,2,7,0,4,6
00-0037248,James Cook,20,POST,BUF,DEN,24,117,0,2,3,24,0,-8,26
00-0037557,Ronnie Rivers,20,POST,LA,CHI,0,0,0,0,0,0,0,0,0
00-0037745,Velus Jones Jr.,20,POST,SEA,SF,6,10,0,0,0,0,0,0,0
00-0037746,Brian Robinson,20,POST,SF,SEA,3,4,0,1,1,3,0,3,0
00-0037840,Kyren Williams,20,POST,LA,CHI,21,87,2,4,5,30,0,21,11
00-0038134,Kenneth Walker III,20,POST,SEA,SF,19,116,3,3,3,29,0,4,25
00-0038488,Brady Russell,20,POST,SEA,SF,0,0,0,0,0,0,0,0,0
00-0038794,Jaleel McLaughlin,20,POST,DEN,BUF,4,21,0,0,1,0,0,-3,0
00-0039165,Zach Charbonnet,20,POST,SEA,SF,5,20,0,0,0,0,0,0,0
00-0039471,Frank Gore Jr.,20,POST,BUF,DEN,0,0,0,0,0,0,0,0,0
00-0039738,Blake Corum,20,POST,LA,CHI,6,19,0,0,0,0,0,0,0
00-0039875,Ray Davis,20,POST,BUF,DEN,0,0,0,2,2,33,0,-8,41
00-0040177,Jordan James,20,POST,SF,SEA,6,28,0,1,1,7,0,3,4
00-0040236,Kyle Monangai,20,POST,CHI,LA,13,36,0,4,4,36,0,-7,43
00-0040583,Woody Marks,20,POST,HOU,NE,14,17,0,2,3,19,0,8,17
00-0040649,Robbie Ouzts,20,POST,SEA,SF,0,0,0,0,1,0,0,0,0
00-0040730,RJ Harvey,20,POST,DEN,BUF,6,20,0,5,6,46,0,1,45
00-0040734,TreVeyon Henderson,20,POST,NE,HOU,12,25,0,1,2,-2,0,-8,1
00-0035628,D'Ernest Johnson,21,POST,NE,DEN,0,0,0,0,0,0,0,0,0
00-0036727,Adam Prentice,21,POST,DEN,NE,1,3,0,0,0,0,0,0,0
00-0036875,Rhamondre Stevenson,21,POST,NE,DEN,25,71,0,0,2,0,0,21,0
00-0037085,Tyler Badie,21,POST,DEN,NE,1,4,0,0,0,0,0,0,0
00-0037557,Ronnie Rivers,21,POST,LA,SEA,0,0,0,0,1,0,0,4,0
00-0037840,Kyren Williams,21,POST,LA,SEA,10,39,0,2,2,22,1,9,13
00-0038134,Kenneth Walker III,21,POST,SEA,LA,19,62,1,4,4,49,0,2,47
00-0038488,Brady Russell,21,POST,SEA,LA,0,0,0,0,0,0,0,0,0
00-0038794,Jaleel McLaughlin,21,POST,DEN,NE,4,11,0,1,2,2,0,-3,7
00-0039299,George Holani,21,POST,SEA,LA,3,4,0,3,4,27,0,10,19
00-0039738,Blake Corum,21,POST,LA,SEA,9,55,0,3,3,24,0,8,16
00-0040730,RJ Harvey,21,POST,DEN,NE,13,37,0,4,6,22,0,29,21
00-0040734,TreVeyon Henderson,21,POST,NE,DEN,3,5,0,0,0,0,0,0,0
