player_id,player_display_name,week,season_type,team,opponent_team,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_fumbles_forced,def_sacks,def_qb_hits,def_interceptions,def_pass_defended,def_tds,def_fumbles,def_safeties
00-0040008,Shavon Revel Jr.,16,REG,DAL,LAC,7,1,1,0,0,0,0,0,1,0,0,0
00-0040010,Barryn Sorrell,16,REG,GB,CHI,1,0,0,0,0,0,0,0,0,0,0,0
00-0040011,Shemar James,16,REG,DAL,LAC,4,0,1,0,0,0,0,0,0,0,0,0
00-0040016,Warren Brinson,16,REG,GB,CHI,1,0,0,0,0,0,1,0,0,0,0,0
00-0040020,Micah Robinson,16,REG,TEN,KC,1,0,0,0,0,0,0,0,0,0,0,0
00-0040027,Brandon Johnson,16,REG,PHI,WAS,0,0,1,0,0,0,0,0,0,0,0,0
00-0040061,Connor O'Toole,16,REG,SEA,LA,1,0,1,0,0,0,0,0,0,0,0,0
00-0040072,Jeffrey Bassa,16,REG,KC,TEN,0,0,1,0,0,0,0,0,0,0,0,0
00-0040089,Kevin Knowles,16,REG,KC,TEN,1,0,1,0,0,0,0,0,0,0,0,0
00-0040104,Keondre Jackson,16,REG,BAL,NE,1,0,0,0,0,0,0,0,0,0,0,0
00-0040127,Kenneth Grant,16,REG,MIA,CIN,0,0,4,0,0,0.5,1,0,0,0,0,0
00-0040136,Princely Umanmielen,16,REG,CAR,TB,0,0,1,0,0,0,0,0,0,0,0,0
00-0040143,Jacob Parrish,16,REG,TB,CAR,2,0,3,0,0,0,0,0,2,0,0,0
00-0040144,Jamaree Caldwell,16,REG,LAC,DAL,0,0,2,0,0,0,0,0,1,0,0,0
00-0040148,Xavier Watts,16,REG,ATL,ARI,3,0,2,0,0,0,0,0,0,0,0,0
00-0040152,Upton Stout,16,REG,SF,IND,3,0,3,0,0,0,0,0,2,0,0,0
00-0040155,Danny Stutsman,16,REG,NO,NYJ,2,0,3,0,0,0,0,0,0,0,0,0
00-0040157,Barrett Carter,16,REG,CIN,MIA,1,0,4,0,0,0,0,1,2,0,0,0
00-0040159,Lathan Ransom,16,REG,CAR,TB,0,0,1,0,0,0,0,1,1,0,0,0
00-0040160,Jack Sawyer,16,REG,PIT,DET,3,0,2,1,0,0,2,0,0,0,0,0
00-0040165,Malachi Moore,16,REG,NYJ,NO,5,0,3,0,1,0,0,0,0,0,0,0
00-0040166,Quincy Riley,16,REG,NO,NYJ,1,0,1,0,0,0,0,0,0,0,0,0
00-0040168,Que Robinson,16,REG,DEN,JAX,1,0,2,1,0,0,2,0,1,0,0,0
00-0040169,Tonka Hemingway,16,REG,LV,HOU,2,0,0,1,0,0,1,0,0,0,0,0
00-0040173,Tyrion Ingram-Dawkins,16,REG,MIN,NYG,1,0,0,0,0,0,0,0,0,0,0,0
00-0040178,Jason Marshall Jr.,16,REG,MIA,CIN,3,0,2,0,0,0,0,0,0,0,0,0
00-0040182,Dante Trader Jr.,16,REG,MIA,CIN,2,0,3,0,0,0,0,0,0,0,0,0
00-0040185,Marques Sigle,16,REG,SF,IND,0,0,1,0,0,0,0,0,0,0,0,0
00-0040188,Yahya Black,16,REG,PIT,DET,2,0,1,0,0,0,0,0,1,0,0,0
00-0040192,Jordan Hancock,16,REG,BUF,CLE,1,0,2,0,0,0,0,0,0,0,0,0
00-0040195,Denzel Burke,16,REG,ARI,ATL,1,0,1,0,0,0,0,1,1,0,0,0
00-0040201,Marcus Harris,16,REG,TEN,KC,0,0,1,0,0,0,0,0,0,0,0,0
00-0040213,Rayuan Lane III,16,REG,JAX,DEN,1,0,1,0,0,0,0,0,0,0,0,0
00-0040214,Kobe King,16,REG,NYJ,NO,1,0,0,0,0,0,0,0,0,0,0,0
00-0040216,Kain Medrano,16,REG,WAS,PHI,0,0,0,0,0,0,0,0,0,0,0,0
00-0040230,Kitan Crawford,16,REG,ARI,ATL,1,0,0,0,0,0,0,0,0,0,0,0
00-0040231,Carson Bruener,16,REG,PIT,DET,0,0,3,0,0,0,0,0,0,0,0,0
00-0040248,Zeek Biggers,16,REG,MIA,CIN,0,0,5,0,0,0,0,0,0,0,0,0
00-0040251,Trikweze Bridges,16,REG,DAL,LAC,1,0,1,0,0,0,0,0,1,0,0,0
00-0040263,Donovan McMillon,16,REG,CLE,BUF,0,0,2,0,0,0,0,0,0,0,0,0
00-0040326,Branson Combs,16,REG,JAX,DEN,0,0,1,0,0,0,0,0,0,0,0,0
00-0040329,BJ Green II,16,REG,JAX,DEN,2,0,1,1,0,1,0,0,0,0,0,0
00-0040347,Johnathan Edwards,16,REG,IND,SF,2,0,1,0,0,0,0,0,0,0,0,0
00-0040369,Howard Cross III,16,REG,CIN,MIA,1,0,2,0,0,0,0,0,0,0,0,0
00-0040371,Eric Gregory,16,REG,NE,BAL,0,0,1,0,0,0,0,0,0,0,0,0
00-0040396,Dean Clark,16,REG,NYJ,NO,4,0,2,0,0,0,0,0,0,0,0,0
00-0040397,Jordan Clark,16,REG,NYJ,NO,3,0,2,0,0,0,0,0,0,0,0,0
00-0040416,John Bullock,16,REG,TB,CAR,0,0,1,0,0,0,0,0,0,0,0,0
00-0040492,Tyler Batty,16,REG,MIN,NYG,1,0,0,0,0,0,0,0,0,0,0,0
00-0040496,Chaz Chambliss,16,REG,MIN,NYG,0,0,1,0,0,0,0,0,0,0,0,0
00-0040503,Dorian Mausi,16,REG,TEN,KC,1,0,0,0,0,0,0,0,0,0,0,0
00-0040546,Cobee Bryant,16,REG,ATL,ARI,1,0,1,0,0,0,0,0,0,0,0,0
00-0040574,Elijah Ponder,16,REG,NE,BAL,1,0,1,0,0,0,0,0,0,0,0,0
00-0040577,Jalon Walker,16,REG,ATL,ARI,1,0,0,0,0,0,0,0,0,0,0,0
00-0040578,James Pearce Jr.,16,REG,ATL,ARI,1,0,1,0,0,0.5,1,0,2,0,0,0
00-0040579,Carson Schwesinger,16,REG,CLE,BUF,5,0,9,1,0,1,2,0,0,0,0,0
00-0040580,Josaiah Stewart,16,REG,LA,SEA,1,0,0,0,0,0,0,0,0,0,0,0
00-0040585,Ty Hamilton,16,REG,LA,SEA,0,0,1,0,0,0,0,0,0,0,0,0
00-0040613,Shaun Dolac,16,REG,LA,SEA,0,0,0,0,0,0,0,0,0,0,0,0
00-0040624,Elijah Williams,16,REG,MIN,NYG,1,0,1,0,0,0,0,0,0,0,0,0
00-0040634,Jordan Turner,16,REG,DEN,JAX,1,0,2,0,0,0,0,0,0,0,0,0
00-0040640,Ashton Gillotte,16,REG,KC,TEN,1,0,4,0,0,0,1,0,0,0,0,0
00-0040641,Darien Porter,16,REG,LV,HOU,2,0,1,0,0,0,0,0,0,0,0,0
00-0040643,Jonas Sanker,16,REG,NO,NYJ,1,0,5,0,0,0,0,1,2,0,0,0
00-0040645,Cody Simon,16,REG,ARI,ATL,2,0,5,1,0,0,0,0,1,0,0,0
00-0040647,Rylie Mills,16,REG,SEA,LA,0,0,1,0,0,0,0,0,0,0,0,0
00-0040670,Nohl Williams,16,REG,KC,TEN,1,0,1,0,0,0,0,0,0,0,0,0
00-0040677,Abdul Carter,16,REG,NYG,MIN,1,0,1,1,0,1,4,0,0,0,0,0
00-0040678,Derrick Harmon,16,REG,PIT,DET,0,0,2,0,0,0,0,0,0,0,0,0
00-0040685,Mason Graham,16,REG,CLE,BUF,1,0,1,0,0,0,0,0,0,0,0,0
00-0040688,Malaki Starks,16,REG,BAL,NE,3,0,0,0,0,0,0,0,0,0,0,0
00-0040706,Walter Nolen,16,REG,ARI,ATL,0,0,0,0,0,0,1,0,0,0,0,0
00-0040708,Jihaad Campbell,16,REG,PHI,WAS,2,0,4,1,0,0,0,0,0,0,0,0
00-0040710,Deone Walker,16,REG,BUF,CLE,0,0,3,0,0,0,1,0,2,0,0,0
00-0040711,CJ West,16,REG,SF,IND,1,0,0,1,0,1,1,0,0,0,0,0
00-0040716,Craig Woodson,16,REG,NE,BAL,3,0,1,0,0,0,0,0,0,0,0,0
00-0040720,Jahdae Barron,16,REG,DEN,JAX,0,0,1,0,0,0,0,0,0,0,0,0
00-0040721,Alfred Collins,16,REG,SF,IND,1,0,1,1,1,1,0,0,0,0,0,0
00-0040722,Mike Green,16,REG,BAL,NE,0,0,1,0,0,0,1,0,0,0,0,0
00-0040724,T.J. Sanders,16,REG,BUF,CLE,1,0,2,0,0,0,0,0,0,0,0,0
00-0040725,Donovan Ezeiruaku,16,REG,DAL,LAC,0,0,2,0,0,0,1,0,0,0,0,0
00-0040733,Nick Emmanwori,16,REG,SEA,LA,7,0,4,0,0,0,0,0,0,0,0,0
00-0040738,Demetrius Knight Jr.,16,REG,CIN,MIA,3,0,1,0,0,0,0,0,0,0,0,0
00-0040746,Nic Scourton,16,REG,CAR,TB,2,0,2,1,0,0,0,0,0,0,0,0
00-0040747,Benjamin Morrison,16,REG,TB,CAR,4,1,2,1,0,0,0,0,0,0,0,0
00-0040751,Will Johnson,16,REG,ARI,ATL,1,0,2,0,0,0,0,0,2,0,0,0
00-0040756,Shemar Stewart,16,REG,CIN,MIA,2,0,0,1,0,0,0,0,0,0,0,0
00-0026190,Calais Campbell,17,REG,ARI,CIN,2,0,1,1,0,1,1,0,0,0,0,0
00-0027867,Jason Pierre-Paul,17,REG,TB,MIA,0,0,0,0,0,0,0,0,1,0,0,0
00-0027940,Von Miller,17,REG,WAS,DAL,2,0,0,0,0,1,1,0,0,0,0,0
00-0027962,Cameron Jordan,17,REG,NO,TEN,2,0,3,1,1,1,2,0,0,0,0,0
00-0027969,Cameron Heyward,17,REG,PIT,CLE,3,0,2,1,0,0,0,0,0,0,0,0
00-0029255,Bobby Wagner,17,REG,WAS,DAL,5,0,5,0,0,0.5,2,0,1,0,0,0
00-0029562,Lavonte David,17,REG,TB,MIA,2,0,1,0,0,0,0,0,0,0,0,0
00-0029606,Harrison Smith,17,REG,MIN,DET,3,0,0,2,0,1,1,1,3,0,0,0
00-0029607,Demario Davis,17,REG,NO,TEN,0,0,6,0,0,0.5,1,0,0,0,0,0
00-0030070,John Jenkins,17,REG,BAL,GB,0,0,1,0,0,0,0,0,0,0,0,0
00-0030294,Tony Jefferson,17,REG,LAC,HOU,1,1,2,1,0,0,1,0,0,0,0,0
00-0030757,Mike Pennel,17,REG,KC,DEN,0,0,1,0,0,0,0,0,0,0,0,0
00-0031040,Khalil Mack,17,REG,LAC,HOU,2,0,2,1,1,0,0,0,0,0,0,0
00-0031254,Denico Autry,17,REG,HOU,LAC,1,0,0,1,1,1,0,0,0,0,0,0
00-0031270,Shelby Harris,17,REG,CLE,PIT,0,0,0,0,0,0,1,0,1,0,0,0
00-0031357,C.J. Goodwin,17,REG,DAL,WAS,1,0,1,0,0,0,0,0,0,0,0,0
00-0031364,Jadeveon Clowney,17,REG,DAL,WAS,1,2,1,3,0,1.5,3,0,0,0,0,0
00-0031411,DeMarcus Lawrence,17,REG,SEA,CAR,3,0,3,1,1,1,1,0,0,0,0,0
00-0031550,Shaq Thompson,17,REG,BUF,PHI,3,0,1,1,0,0,0,0,0,0,0,0
00-0031565,Danielle Hunter,17,REG,HOU,LAC,2,0,2,1,0,1,2,0,0,0,0,0
00-0031583,Grady Jarrett,17,REG,CHI,SF,0,0,3,0,0,0,0,0,0,0,0,0
00-0031898,Alex Singleton,17,REG,DEN,KC,2,0,2,0,0,0,0,0,0,0,0,0
00-0031933,Leonard Williams,17,REG,SEA,CAR,0,0,3,0,0,0,0,0,0,0,0,0
00-0031935,Preston Smith,17,REG,WAS,DAL,0,0,2,0,0,0.5,1,0,0,0,0,0
00-0032387,Jarran Reed,17,REG,SEA,CAR,0,0,2,0,0,0,0,0,0,0,0,0
00-0032388,Deion Jones,17,REG,TB,MIA,0,0,1,0,0,0,0,0,0,0,0,0
00-0032424,DJ Reader,17,REG,DET,MIN,0,0,1,0,0,0,0,0,0,0,0,0
00-0032442,Elandon Roberts,17,REG,LV,NYG,4,0,2,0,0,0,0,0,0,0,0,0
00-0032580,Jonathan Jones,17,REG,WAS,DAL,0,0,1,0,0,0,0,0,2,0,0,0
00-0032667,Roy Robertson-Harris,17,REG,NYG,LV,3,0,0,0,0,0,0,0,0,0,0,0
00-0032759,Sheldon Rankins,17,REG,HOU,LAC,0,0,1,0,0,0.5,3,0,0,0,0,0
00-0032762,Chris Jones,17,REG,KC,DEN,1,0,1,1,0,1,4,0,0,0,0,0
00-0032763,Austin Johnson,17,REG,JAX,IND,0,0,1,0,0,0,0,0,0,0,0,0
00-0032803,Jalen Mills,17,REG,DET,MIN,0,0,4,0,0,0,0,0,1,0,0,0
00-0032889,A'Shawn Robinson,17,REG,CAR,SEA,0,0,9,0,0,0,1,0,0,0,1,0
00-0033010,Sheldon Day,17,REG,WAS,DAL,0,0,1,0,0,0,0,0,0,0,0,0
00-0033038,Eric Murray,17,REG,JAX,IND,2,0,1,0,0,0,0,0,1,0,0,0
00-0033046,Jihad Ward,17,REG,TEN,NO,0,0,1,0,0,0,1,0,0,0,0,0
00-0033051,David Onyemata,17,REG,ATL,LA,1,0,1,0,0,0,0,0,0,0,0,0
00-0033055,Jalen Ramsey,17,REG,PIT,CLE,3,0,2,0,0,0,0,0,0,0,0,0
00-0033066,Andrew Billings,17,REG,CHI,SF,0,1,2,1,0,0,0,0,0,0,0,0
00-0033072,Leonard Floyd,17,REG,ATL,LA,1,0,1,1,0,1,2,0,0,0,0,0
00-0033093,Jonathan Bullard,17,REG,NO,TEN,1,1,1,2,0,0,0,0,0,0,0,0
00-0033109,Javon Hargrave,17,REG,MIN,DET,2,0,3,0,0,0,1,0,0,0,0,0
00-0033120,Kenny Clark,17,REG,DAL,WAS,0,0,1,0,0,0,0,0,0,0,0,0
00-0033132,Kevin Byard,17,REG,CHI,SF,0,0,2,0,0,0,0,0,0,0,0,0
00-0033156,Joey Bosa,17,REG,BUF,PHI,1,0,1,1,0,0,0,0,0,0,0,0
00-0033281,Marlon Humphrey,17,REG,BAL,GB,1,0,2,0,0,0,0,1,1,0,0,0
00-0033294,Chuck Clark,17,REG,PIT,CLE,4,0,1,0,0,0,0,0,0,0,0,0
00-0033297,D.J. Jones,17,REG,DEN,KC,3,0,2,0,0,0,0,0,0,0,0,0
00-0033336,Eric Wilson,17,REG,MIN,DET,1,0,3,0,1,0,0,0,0,0,0,0
00-0033381,Adam Butler,17,REG,LV,NYG,0,0,1,0,0,0,0,0,0,0,0,0
00-0033393,Kenny Moore II,17,REG,IND,JAX,8,0,2,2,0,0,0,0,0,0,0,0
00-0033523,Jonathan Allen,17,REG,MIN,DET,3,0,4,0,0,0,0,0,0,0,0,0
00-0033546,Dalvin Tomlinson,17,REG,ARI,CIN,1,0,1,1,0,1,1,0,0,0,0,0
00-0033548,Chidobe Awuzie,17,REG,BAL,GB,1,0,0,0,0,0,0,0,0,0,0,0
00-0033551,Rasul Douglas,17,REG,MIA,TB,2,0,2,0,0,0,0,0,0,0,0,0
00-0033571,Matt Milano,17,REG,BUF,PHI,4,0,3,1,0,0.5,1,0,0,0,0,0
00-0033697,Michael Davis,17,REG,NO,TEN,0,0,1,0,0,0,0,0,0,0,0,0
00-0033783,Ahkello Witherspoon,17,REG,LA,ATL,0,0,1,0,0,0,0,0,0,0,0,0
00-0033860,Davon Godchaux,17,REG,NO,TEN,0,0,2,0,0,0,0,0,0,0,0,0
00-0033868,Myles Garrett,17,REG,CLE,PIT,1,0,0,0,0,0,1,0,0,0,0,0
00-0033870,Solomon Thomas,17,REG,DAL,WAS,1,0,0,1,0,0,0,0,0,0,0,0
00-0033872,Jamal Adams,17,REG,LV,NYG,1,0,2,0,0,0,0,0,0,0,0,0
00-0033875,Haason Reddick,17,REG,TB,MIA,3,0,1,1,0,0,0,0,0,0,0,0
00-0033876,Derek Barnett,17,REG,HOU,LAC,2,0,0,2,0,2,2,0,0,0,0,0
00-0033877,Malik Hooker,17,REG,DAL,WAS,1,0,2,0,0,0,0,0,0,0,0,0
00-0033878,Adoree' Jackson,17,REG,PHI,BUF,2,0,3,0,0,0,0,0,2,0,0,0
00-0033884,Tre'Davious White,17,REG,BUF,PHI,0,0,0,0,0,0,0,0,1,0,0,0
00-0033894,Marcus Williams,17,REG,LAC,HOU,3,0,0,0,0,0,0,0,0,0,0,0
00-0033905,Larry Ogunjobi,17,REG,BUF,PHI,2,0,0,0,0,0,0,0,0,0,0,0
00-0033907,Dawuane Smoot,17,REG,JAX,IND,0,0,1,0,0,0,0,0,0,0,0,0
00-0033914,Alex Anzalone,17,REG,DET,MIN,2,0,1,1,0,1,1,0,0,0,0,0
00-0033918,Fabian Moreau,17,REG,MIN,DET,2,0,0,0,0,0,0,0,0,0,0,0
00-0033941,Rayshawn Jenkins,17,REG,CLE,PIT,2,0,0,0,1,0,0,0,0,0,0,0
00-0033945,Samson Ebukam,17,REG,IND,JAX,1,0,1,1,0,0,0,0,0,0,0,0
00-0033952,Grover Stewart,17,REG,IND,JAX,0,0,4,0,0,0,2,0,0,0,0,0
00-0033964,Al-Quadin Muhammad,17,REG,DET,MIN,2,0,0,2,0,2,2,0,0,0,0,0
00-0034163,Jacob Martin,17,REG,WAS,DAL,1,0,3,0,0,0,1,0,0,0,0,0
00-0034234,Poona Ford,17,REG,LA,ATL,0,0,2,0,0,0,1,0,0,0,0,0
00-0034264,Jalyn Holmes,17,REG,WAS,DAL,2,0,3,0,0,0,0,0,0,0,0,0
00-0034278,Tremon Smith,17,REG,HOU,LAC,2,0,2,0,0,0,0,0,0,0,0,0
00-0034285,Zach Sieler,17,REG,MIA,TB,1,0,1,0,0,0,0,0,0,0,0,0
00-0034302,Frankie Luvu,17,REG,WAS,DAL,3,0,4,0,0,0,0,0,1,0,0,0
00-0034344,Marcus Davenport,17,REG,DET,MIN,2,0,2,0,0,0,0,0,0,0,0,0
00-0034350,Uchenna Nwosu,17,REG,SEA,CAR,1,0,1,1,0,0,1,0,1,0,0,0
00-0034356,Donte Jackson,17,REG,LAC,HOU,1,0,0,0,0,0,0,0,0,0,0,0
00-0034361,Justin Reid,17,REG,NO,TEN,1,0,1,1,0,0,0,0,1,0,0,0
00-0034371,Da'Shawn Hand,17,REG,LAC,HOU,2,0,0,0,0,0,0,0,1,0,0,0
00-0034376,Taron Johnson,17,REG,BUF,PHI,0,0,3,0,0,0,0,0,0,0,0,0
00-0034381,Josh Sweat,17,REG,ARI,CIN,0,0,1,0,0,0,0,0,0,0,0,0
00-0034384,D.J. Reed,17,REG,DET,MIN,0,0,3,0,0,0,0,0,1,0,0,0
00-0034391,Siran Neal,17,REG,SF,CHI,0,0,1,0,0,0,0,0,0,0,0,0
00-0034413,Foye Oluokun,17,REG,JAX,IND,5,0,8,0,0,0,0,0,0,0,0,0
00-0034431,Zaire Franklin,17,REG,IND,JAX,1,0,4,0,0,0,0,0,0,0,0,0
00-0034446,Jalen Davis,17,REG,CIN,ARI,2,0,1,0,0,0,0,0,0,0,0,0
00-0034465,Jeremy Reaves,17,REG,WAS,DAL,4,0,2,0,0,0,0,0,1,0,0,0
00-0034488,Tavierre Thomas,17,REG,MIN,DET,1,0,1,0,0,0,0,0,0,0,0,0
00-0034639,Mike Ford,17,REG,ATL,LA,1,0,1,0,0,0,0,0,0,0,0,0
00-0034657,Matt Dickerson,17,REG,JAX,IND,0,0,2,0,0,0,0,0,0,0,0,0
00-0034673,Tremaine Edmunds,17,REG,CHI,SF,7,0,2,0,0,0,0,0,0,0,0,0
00-0034675,Jessie Bates,17,REG,ATL,LA,4,0,3,0,0,0,0,1,1,1,0,0
00-0034754,Oren Burks,17,REG,CIN,ARI,0,0,1,0,0,0,0,0,0,0,0,0
00-0034760,Nathan Shepherd,17,REG,NO,TEN,2,0,1,0,0,0,0,0,0,0,0,0
00-0034773,Vita Vea,17,REG,TB,MIA,1,0,2,0,0,0,0,0,0,0,0,0
00-0034778,Carlton Davis III,17,REG,NE,NYJ,2,0,0,0,0,0,0,0,0,0,0,0
00-0034779,Ronnie Harrison,17,REG,ATL,LA,1,0,1,0,0,0,0,0,0,0,0,0
00-0034780,Isaac Yiadom,17,REG,NO,TEN,1,0,0,0,0,0,0,0,0,0,0,0
00-0034782,Harrison Phillips,17,REG,NYJ,NE,2,0,3,0,0,0,1,0,0,0,0,0
00-0034790,Derwin James,17,REG,LAC,HOU,4,0,4,0,0,0,0,1,1,0,0,0
00-0034797,Jerome Baker,17,REG,CLE,PIT,0,1,4,1,0,0,0,0,0,0,0,0
00-0034800,B.J. Hill,17,REG,CIN,ARI,2,0,0,0,0,0,1,0,0,0,0,0
00-0034810,Sebastian Joseph-Day,17,REG,TEN,NO,0,0,1,0,0,0,1,0,0,0,0,0
00-0034825,Arden Key,17,REG,TEN,NO,1,0,1,1,0,0,0,0,0,0,0,0
00-0034832,Bradley Chubb,17,REG,MIA,TB,2,0,1,2,1,2,2,0,0,0,0,0
00-0034856,Denzel Ward,17,REG,CLE,PIT,0,0,1,0,0,0,0,0,1,0,0,0
00-0034874,Roquan Smith,17,REG,BAL,GB,1,0,2,0,0,0,0,0,0,0,0,0
00-0034967,Rashan Gary,17,REG,GB,BAL,0,0,1,0,0,0,1,0,0,0,0,0
00-0034974,Julian Love,17,REG,SEA,CAR,5,0,1,0,0,0,0,1,1,0,0,0
00-0034987,E.J. Speed,17,REG,HOU,LAC,2,0,0,0,0,0,0,0,0,0,0,0
00-0034993,Marcus Epps,17,REG,PHI,BUF,8,0,1,1,0,0,0,0,0,0,0,0
00-0035000,Quinton Bell,17,REG,MIA,TB,0,0,2,0,0,0,0,0,0,0,0,0
00-0035020,Demetrius Flannigan-Fowles,17,REG,NYG,LV,3,1,2,1,0,1,0,0,0,0,0,0
00-0035133,Keisean Nixon,17,REG,GB,BAL,3,0,4,0,0,0,0,0,1,0,0,0
00-0035166,Azeez Al-Shaair,17,REG,HOU,LAC,2,0,4,0,0,0,0,1,1,0,0,0
00-0035202,Del'Shawn Phillips,17,REG,LAC,HOU,1,0,5,0,0,0,0,0,0,0,0,0
00-0035227,P.J. Locke,17,REG,DEN,KC,2,0,2,1,0,0,0,0,0,0,0,0
00-0035236,Byron Murphy,17,REG,MIN,DET,3,0,0,0,0,0,0,1,1,0,0,0
00-0035240,Jahlani Tavai,17,REG,NE,NYJ,4,0,2,2,0,0,0,0,0,0,0,0
00-0035244,Lonnie Johnson,17,REG,LV,NYG,4,0,3,0,0,0,0,0,0,0,0,0
00-0035248,Zach Allen,17,REG,DEN,KC,1,0,0,0,0,0,2,0,0,0,0,0
00-0035253,C.J. Gardner-Johnson,17,REG,CHI,SF,2,0,3,0,0,0,0,0,1,0,0,0
00-0035262,Drue Tranquill,17,REG,KC,DEN,7,0,2,0,0,0,0,0,0,0,0,0
00-0035272,Andrew Van Ginkel,17,REG,MIN,DET,2,0,3,1,0,1.5,2,0,0,0,0,0
00-0035276,Blake Cashman,17,REG,MIN,DET,6,0,11,1,0,1,1,0,0,0,0,0
00-0035277,Mike Jackson,17,REG,CAR,SEA,7,1,3,0,0,0,0,1,2,0,0,0
00-0035279,Charles Omenihu,17,REG,KC,DEN,3,0,2,0,0,0,1,0,0,0,0,0
00-0035301,Donovan Wilson,17,REG,DAL,WAS,2,0,2,1,0,0,0,0,0,0,0,0
00-0035316,Kaden Elliss,17,REG,ATL,LA,1,0,2,0,0,0,0,0,1,0,0,0
00-0035352,Tyrel Dodson,17,REG,MIA,TB,4,0,1,1,0,1,0,0,0,0,0,0
00-0035357,Cam Lewis,17,REG,BUF,PHI,4,0,1,0,0,0,0,0,0,0,0,0
00-0035363,Joe Giles-Harris,17,REG,CIN,ARI,4,0,3,0,0,0,0,0,0,0,0,0
00-0035378,Andrew Wingard,17,REG,JAX,IND,3,0,2,1,0,0,0,0,0,0,0,0
00-0035386,T.J. Edwards,17,REG,CHI,SF,6,0,3,0,0,0,0,1,1,1,0,0
00-0035402,Carl Granderson,17,REG,NO,TEN,0,0,1,0,0,0,0,0,0,0,0,0
00-0035409,Shy Tuttle,17,REG,WAS,DAL,1,0,2,0,0,0,0,0,0,0,0,0
00-0035413,Luke Gifford,17,REG,SF,CHI,3,0,0,0,0,0,0,0,0,0,0,0
00-0035525,Devin Bush,17,REG,CLE,PIT,5,0,4,1,1,0,0,0,0,0,0,0
00-0035542,Kemon Hall,17,REG,TEN,NO,4,0,0,0,1,0,0,0,0,0,0,0
00-0035617,Troy Reeder,17,REG,LA,ATL,1,0,1,0,0,0,0,0,0,0,0,0
00-0035632,Amani Hooker,17,REG,TEN,NO,2,0,0,0,0,0,0,0,0,0,0,0
00-0035633,Corey Ballentine,17,REG,DAL,WAS,0,0,1,0,0,0,0,0,0,0,0,0
00-0035636,L.J. Collier,17,REG,ARI,CIN,0,0,3,0,0,0,1,0,0,0,0,0
00-0035637,Rock Ya-Sin,17,REG,DET,MIN,3,0,1,0,0,0,0,0,0,0,0,0
00-0035642,Josh Hines-Allen,17,REG,JAX,IND,3,0,3,1,0,1,1,0,1,0,0,0
00-0035643,Jeffery Simmons,17,REG,TEN,NO,4,0,3,0,1,1,1,0,0,0,0,0
00-0035646,Sione Takitaki,17,REG,MIN,DET,0,0,1,0,0,0,0,0,0,0,0,0
00-0035647,Montez Sweat,17,REG,CHI,SF,4,0,1,0,0,0,0,0,0,0,0,0
00-0035655,Will Harris,17,REG,WAS,DAL,5,0,5,0,0,0,0,0,0,0,0,0
00-0035656,Khalen Saunders,17,REG,NYJ,NE,1,0,0,1,0,1,1,0,0,0,0,0
00-0035667,Greg Gaines,17,REG,TB,MIA,1,0,1,0,0,0,0,0,0,0,0,0
00-0035669,Nick Scott,17,REG,CAR,SEA,5,0,2,0,0,0,0,0,0,0,0,0
00-0035672,Cody Barton,17,REG,TEN,NO,1,0,2,0,0,0,0,0,0,0,0,0
00-0035674,Jerry Tillery,17,REG,KC,DEN,0,0,2,0,0,0,0,0,0,0,0,0
00-0035678,Dre'Mont Jones,17,REG,BAL,GB,0,0,6,0,0,0,1,0,0,0,0,0
00-0035680,Quincy Williams,17,REG,NYJ,NE,5,0,1,0,0,0,0,0,0,0,0,0
00-0035681,Mike Edwards,17,REG,KC,DEN,0,0,1,0,0,0,0,0,0,0,0,0
00-0035683,Dexter Lawrence,17,REG,NYG,LV,2,0,1,1,0,0,0,0,0,0,0,0
00-0035687,Bobby Okereke,17,REG,NYG,LV,4,1,2,1,0,0,0,1,1,0,0,0
00-0035697,Germaine Pratt,17,REG,IND,JAX,5,0,2,0,0,0,0,1,2,0,0,0
00-0035699,Jamel Dean,17,REG,TB,MIA,1,0,1,0,0,0,0,0,1,0,0,0
00-0035705,Jalen Thompson,17,REG,ARI,CIN,3,0,1,0,0,0,0,0,0,0,0,0
00-0035707,Devin White,17,REG,LV,NYG,4,0,4,0,0,0,1,0,0,0,0,0
00-0035713,Brian Burns,17,REG,NYG,LV,1,0,3,1,0,1.5,3,0,0,0,0,0
00-0035718,Quinnen Williams,17,REG,DAL,WAS,2,0,1,0,0,0,1,0,0,0,0,0
00-0035763,Malcolm Roach,17,REG,DEN,KC,2,0,3,0,0,0,0,0,0,0,0,0
00-0035900,Cole Christiansen,17,REG,KC,DEN,0,0,1,0,0,0,0,0,0,0,0,0
00-0035942,Christian Rozeboom,17,REG,CAR,SEA,4,0,6,1,0,0,0,0,0,0,0,0
00-0035944,Jonah Williams,17,REG,NO,TEN,2,0,1,1,0,1,1,0,0,0,0,0
00-0036037,Sam Franklin Jr.,17,REG,BUF,PHI,0,0,0,0,0,0,0,0,0,0,0,0
00-0036151,Bryce Huff,17,REG,SF,CHI,0,0,3,0,0,0,0,0,0,0,0,0
00-0036181,Teair Tart,17,REG,LAC,HOU,1,0,2,0,0,0,0,0,1,0,0,0
00-0036192,A.J. Epenesa,17,REG,BUF,PHI,1,0,0,0,0,0,1,0,0,0,0,0
